Division Name,School Name,Foster Care,Total Count,Sch_Div
Tazewell County,Tazewell Primary,N,410,Tazewell Primary Tazewell County Public Schools
Tazewell County,Tazewell Primary,Y,1,Tazewell Primary Tazewell County Public Schools
Virginia Beach City,Alanton Elementary,N,600,Alanton Elementary Virginia Beach City Public Schools
Virginia Beach City,Arrowhead Elementary,N,517,Arrowhead Elementary Virginia Beach City Public Schools
Virginia Beach City,Arrowhead Elementary,Y,2,Arrowhead Elementary Virginia Beach City Public Schools
Virginia Beach City,Bayside 6th Grade Campus,N,348,Bayside 6th Grade Campus Virginia Beach City Public Schools
Virginia Beach City,Bayside Elementary,N,489,Bayside Elementary Virginia Beach City Public Schools
Virginia Beach City,Bayside High,N,"1,941",Bayside High Virginia Beach City Public Schools
Virginia Beach City,Bayside High,Y,5,Bayside High Virginia Beach City Public Schools
Virginia Beach City,Bayside Middle,N,763,Bayside Middle Virginia Beach City Public Schools
Virginia Beach City,Bayside Middle,Y,1,Bayside Middle Virginia Beach City Public Schools
Virginia Beach City,Birdneck Elementary,N,621,Birdneck Elementary Virginia Beach City Public Schools
Virginia Beach City,Birdneck Elementary,Y,1,Birdneck Elementary Virginia Beach City Public Schools
Virginia Beach City,Brandon Middle,N,"1,079",Brandon Middle Virginia Beach City Public Schools
Virginia Beach City,Brandon Middle,Y,6,Brandon Middle Virginia Beach City Public Schools
Virginia Beach City,Brookwood Elementary,N,566,Brookwood Elementary Virginia Beach City Public Schools
Virginia Beach City,Brookwood Elementary,Y,2,Brookwood Elementary Virginia Beach City Public Schools
Virginia Beach City,Centerville Elementary,N,621,Centerville Elementary Virginia Beach City Public Schools
Virginia Beach City,Centerville Elementary,Y,1,Centerville Elementary Virginia Beach City Public Schools
Virginia Beach City,Christopher Farms Elementary,N,656,Christopher Farms Elementary Virginia Beach City Public Schools
Virginia Beach City,Christopher Farms Elementary,Y,1,Christopher Farms Elementary Virginia Beach City Public Schools
Virginia Beach City,College Park Elementary,N,486,College Park Elementary Virginia Beach City Public Schools
Virginia Beach City,College Park Elementary,Y,2,College Park Elementary Virginia Beach City Public Schools
Virginia Beach City,Corporate Landing Elementary,N,402,Corporate Landing Elementary Virginia Beach City Public Schools
Virginia Beach City,Corporate Landing Middle,N,"1,067",Corporate Landing Middle Virginia Beach City Public Schools
Virginia Beach City,Corporate Landing Middle,Y,1,Corporate Landing Middle Virginia Beach City Public Schools
Virginia Beach City,Creeds Elementary,N,307,Creeds Elementary Virginia Beach City Public Schools
Virginia Beach City,Diamond Springs Elementary,N,526,Diamond Springs Elementary Virginia Beach City Public Schools
Virginia Beach City,Diamond Springs Elementary,Y,1,Diamond Springs Elementary Virginia Beach City Public Schools
Virginia Beach City,Fairfield Elementary,N,510,Fairfield Elementary Virginia Beach City Public Schools
Virginia Beach City,Fairfield Elementary,Y,2,Fairfield Elementary Virginia Beach City Public Schools
Virginia Beach City,First Colonial High,N,"1,804",First Colonial High Virginia Beach City Public Schools
Virginia Beach City,First Colonial High,Y,3,First Colonial High Virginia Beach City Public Schools
Virginia Beach City,Floyd Kellam High,N,"1,904",Floyd Kellam High Virginia Beach City Public Schools
Virginia Beach City,Floyd Kellam High,Y,3,Floyd Kellam High Virginia Beach City Public Schools
Virginia Beach City,Frank W. Cox High,N,"1,717",Frank W. Cox High Virginia Beach City Public Schools
Virginia Beach City,Frank W. Cox High,Y,3,Frank W. Cox High Virginia Beach City Public Schools
Virginia Beach City,Glenwood Elementary,N,969,Glenwood Elementary Virginia Beach City Public Schools
Virginia Beach City,Great Neck Middle,N,"1,078",Great Neck Middle Virginia Beach City Public Schools
Virginia Beach City,Green Run Collegiate,N,399,Green Run Collegiate Virginia Beach City Public Schools
Virginia Beach City,Green Run Collegiate,Y,1,Green Run Collegiate Virginia Beach City Public Schools
Virginia Beach City,Green Run Elementary,N,316,Green Run Elementary Virginia Beach City Public Schools
Virginia Beach City,Green Run High,N,"1,464",Green Run High Virginia Beach City Public Schools
Virginia Beach City,Green Run High,Y,7,Green Run High Virginia Beach City Public Schools
Virginia Beach City,Hermitage Elementary,N,495,Hermitage Elementary Virginia Beach City Public Schools
Virginia Beach City,Hermitage Elementary,Y,2,Hermitage Elementary Virginia Beach City Public Schools
Virginia Beach City,Holland Elementary,N,457,Holland Elementary Virginia Beach City Public Schools
Virginia Beach City,Holland Elementary,Y,2,Holland Elementary Virginia Beach City Public Schools
Virginia Beach City,Independence Middle,N,"1,198",Independence Middle Virginia Beach City Public Schools
Virginia Beach City,Independence Middle,Y,2,Independence Middle Virginia Beach City Public Schools
Virginia Beach City,Indian Lakes Elementary,N,555,Indian Lakes Elementary Virginia Beach City Public Schools
Virginia Beach City,Indian Lakes Elementary,Y,2,Indian Lakes Elementary Virginia Beach City Public Schools
Virginia Beach City,John B. Dey Elementary,N,750,John B. Dey Elementary Virginia Beach City Public Schools
Virginia Beach City,Kempsville Elementary,N,439,Kempsville Elementary Virginia Beach City Public Schools
